topic_id,topic_name,subfield_id,subfield_name,field_id,field_name,domain_id,domain_name,keywords,summary,wikipedia_url
10050,Multi-Criteria Decision Making,1803,Management Science and Operations Research,18,Decision Sciences,2,Social Sciences,Analytic Hierarchy Process; TOPSIS; Fuzzy Sets; Group Decision Making; Supplier Selection; MCDM Methods; Intuitionistic Fuzzy Sets; Environmental Decision Making; GIS-based Decision Analysis; Belief Functions,"This cluster of papers focuses on the application and development of Multi-Criteria Decision Making (MCDM) methods, including Analytic Hierarchy Process (AHP), Technique for Order of Preference by Similarity to Ideal Solution (TOPSIS), and various fuzzy set theories. The papers cover topics such as group decision making, supplier selection, environmental decision making, and the use of Geographic Information Systems (GIS) in decision analysis.",https://en.wikipedia.org/wiki/Multi-criteria_decision_analysis
10051,Asthma,2737,Physiology,27,Medicine,4,Health Sciences,Asthma; Allergic Diseases; Eosinophils; Inflammation; Immunology; Phenotypes; Genetics; Treatment; Airway Remodeling; Epidemiology,"This cluster of papers represents a comprehensive exploration of global trends in asthma research, covering topics such as epidemiology, immunology, genetics, treatment strategies, airway remodeling, and the role of eosinophils and inflammation in asthma pathogenesis.",https://en.wikipedia.org/wiki/Asthma
10052,Image Segmentation Techniques,1707,Computer Vision and Pattern Recognition,17,Computer Science,3,Physical Sciences,Image Segmentation; Medical Image Analysis; Graph Cuts; Active Contours; MRI Segmentation; Deformable Image Registration; Level Set Methods; Statistical Shape Models; Deep Learning; Texture Analysis,"This cluster of papers covers advances in image segmentation techniques, particularly focusing on medical image analysis, graph cuts, active contours, MRI segmentation, deformable image registration, level set methods, statistical shape models, deep learning, and texture analysis.",https://en.wikipedia.org/wiki/Image_segmentation
10053,International Political Interactions,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences,Power; International Institutions; Global Governance; Norms; Soft Power; Security Dilemma; International Law; Diplomacy; Globalization; Hegemony,"This cluster of papers encompasses a wide range of topics related to international relations, including power dynamics, the role of international institutions and global governance, the influence of norms and soft power, the security dilemma, international law and diplomacy, globalization, and hegemonic structures. The papers explore various theoretical perspectives and empirical case studies to understand the complexities of interactions between states and non-state actors in the global arena.",https://en.wikipedia.org/wiki/International_relations
10054,Parallel Computing and Performance Optimization,1708,Hardware and Architecture,17,Computer Science,3,Physical Sciences,Parallel Computing; Performance Optimization; GPU Computing; Multicore Architectures; Memory Systems; Benchmarking; Power Management; Simulation Platforms; Heterogeneous Computing; High-Performance Computing,"This cluster of papers focuses on parallel computing, performance optimization, and various aspects of multicore and heterogeneous computing. It covers topics such as GPU computing, memory systems, benchmarking, power management, simulation platforms, and high-performance computing.",https://en.wikipedia.org/wiki/Parallel_computing
10055,Tourism and its Impact on Communities,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,Destination Image; Tourist Satisfaction; Community Perceptions; Sustainable Tourism; Tourism Development; COVID-19 Impact; Destination Loyalty; Place Branding; Tourism Research; Economic Growth,"This cluster of papers explores the impact of tourism on destinations and communities, focusing on topics such as destination image, tourist satisfaction, community perceptions, sustainable tourism, COVID-19 impact, destination loyalty, place branding, and the role of tourism in economic growth. The research covers a wide range of factors influencing the development and management of tourism, with a particular emphasis on understanding the effects of tourism on various aspects of society and the economy.",https://en.wikipedia.org/wiki/Tourism_impact_analysis
10056,Neurobiological Mechanisms of Drug Addiction and Depression,2804,Cellular and Molecular Neuroscience,28,Neuroscience,1,Life Sciences,Dopamine; Serotonin; Reward Circuitry; Genetic Variation; Stress; Neural Plasticity; Prefrontal Cortex; Behavioral Models; Neurotransmitter Systems; Compulsive Behaviors,"This cluster of papers explores the neurobiological mechanisms underlying drug addiction and depression, focusing on the role of dopamine and serotonin, genetic variations, stress, neural plasticity, and the involvement of prefrontal cortex. It also delves into behavioral models and neurotransmitter systems related to compulsive behaviors.",https://en.wikipedia.org/wiki/Neurobiology_of_addiction
10057,Face Recognition and Dimensionality Reduction Techniques,1707,Computer Vision and Pattern Recognition,17,Computer Science,3,Physical Sciences,Face Recognition; Dimensionality Reduction; Feature Selection; Support Vector Machines; Ensemble Methods; Local Binary Patterns; Non-negative Matrix Factorization; Spectral Clustering; Laplacian Eigenmaps; Sparse Representation,"This cluster of papers focuses on the application of various machine learning and dimensionality reduction techniques to the field of face recognition. It covers topics such as feature selection, support vector machines, ensemble methods, local binary patterns, non-negative matrix factorization, spectral clustering, Laplacian eigenmaps, and sparse representation in the context of face recognition.",https://en.wikipedia.org/wiki/Face_recognition
10058,Entrepreneurship and Business Innovation,1405,Management of Technology and Innovation,14,"Business, Management and Accounting",2,Social Sciences,Entrepreneurial Orientation; Opportunity Recognition; Social Entrepreneurship; University Technology Transfer; Venture Growth; Entrepreneurial Education; Innovation and Economic Growth; Sustainable Entrepreneurship; Gender and Entrepreneurship; Social Capital,"This cluster of papers covers a wide range of topics related to entrepreneurship, including entrepreneurial orientation, opportunity recognition, social entrepreneurship, university technology transfer, venture growth, entrepreneurial education, innovation and economic growth, sustainable entrepreneurship, gender and entrepreneurship, and social capital. The papers explore various aspects of entrepreneurial behavior, business innovation, and the impact of entrepreneurship on economic development.",https://en.wikipedia.org/wiki/Entrepreneurship
10059,Bone Tissue Engineering and Biomaterials,2204,Biomedical Engineering,22,Engineering,3,Physical Sciences,Scaffolds; Biomaterials; Tissue Engineering; Bone Regeneration; Hydroxyapatite; Bioceramics; Osteoblast Adhesion; Bioactive Glass; Polymeric Scaffolds; Angiogenesis,"This cluster of papers focuses on the advances in bone tissue engineering and biomaterials, with a particular emphasis on scaffolds, biomaterials, and tissue engineering techniques for bone regeneration. The research covers topics such as hydroxyapatite, bioceramics, osteoblast adhesion, bioactive glass, polymeric scaffolds, and the role of angiogenesis in bone tissue engineering.",https://en.wikipedia.org/wiki/Bone_tissue_engineering
10060,Smoking Cessation and Health Effects of Tobacco,2737,Physiology,27,Medicine,4,Health Sciences,Smoking Cessation; Tobacco Use; Nicotine Addiction; Health Consequences; E-Cigarettes; Public Health Campaigns; Secondhand Smoke; Nicotine Metabolism; Psychiatric Disorders; Cancer Risk,"This cluster of papers focuses on smoking cessation, the health effects of tobacco use, nicotine addiction, and the impact of public health campaigns. It covers topics such as the efficacy of smoking cessation therapies, the association between smoking and various health conditions, the use of e-cigarettes as a smoking cessation aid, and the effects of secondhand smoke on public health.",https://en.wikipedia.org/wiki/Smoking_cessation
10061,Algebraic Geometry and Moduli Theory,2608,Geometry and Topology,26,Mathematics,3,Physical Sciences,Moduli Theory; Gromov-Witten Theory; Log Canonical Singularities; Motivic Cohomology; Minimal Models; Tropical Geometry; Intersection Theory; Symplectic Geometry; Birational Geometry; Diophantine Equations,"This cluster of papers covers a wide range of topics in algebraic geometry and moduli theory, including Gromov-Witten theory, log canonical singularities, motivic cohomology, minimal models, tropical geometry, intersection theory, symplectic geometry, birational geometry, and diophantine equations.",https://en.wikipedia.org/wiki/Algebraic_geometry
